month,opening,white_bucket,black_bucket,games,white_pct,black_pct,draw_pct
2013-01,King's Gambit,1300,1200,3,66.667,33.333,0.000
2013-01,"English Opening: Symmetrical Variation, Two Knights Variation",1600,1600,3,66.667,33.333,0.000
2013-01,Slav Defense #2,1900,1600,3,33.333,66.667,0.000
2013-01,Queen's Pawn Game: Levitsky Attack,1500,1400,3,66.667,33.333,0.000
2013-01,Slav Defense: Modern Line,1500,1400,3,66.667,33.333,0.000
2013-01,Bishop's Opening,2000,1900,3,100.000,0.000,0.000
2013-01,Zukertort Opening: Queen's Gambit Invitation,1500,1600,3,0.000,100.000,0.000
2013-01,Vienna Game: Falkbeer Variation,1700,1500,3,100.000,0.000,0.000
2013-01,Nimzo-Larsen Attack: Indian Variation,1900,1600,3,66.667,33.333,0.000
2013-01,Indian Game: Anti-Nimzo-Indian,1900,1900,3,66.667,0.000,33.333
2013-01,Nimzowitsch Defense: Pseudo-Spanish Variation,1300,1500,3,100.000,0.000,0.000
2013-01,Elephant Gambit,1400,1100,3,100.000,0.000,0.000
2013-01,Vienna Game,1700,1700,3,66.667,33.333,0.000
2013-01,Scotch Game: Scotch Gambit,1800,1600,3,100.000,0.000,0.000
2013-01,Kadas Opening,1500,1200,3,33.333,66.667,0.000
2013-01,King's Indian Attack,1900,1300,3,100.000,0.000,0.000
2013-01,Scandinavian Defense,1100,1500,3,0.000,66.667,33.333
2013-01,"French Defense: Advance Variation, Euwe Variation",1400,1700,3,0.000,100.000,0.000
2013-01,Queen's Gambit Refused: Albin Countergambit,1500,1200,3,66.667,33.333,0.000
2013-01,Indian Game: Pawn Push Variation,1300,1400,3,0.000,100.000,0.000
2013-01,"Caro-Kann Defense: Advance Variation, Bronstein Variation",1900,1800,3,66.667,33.333,0.000
2013-01,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",1600,1600,3,66.667,33.333,0.000
2013-01,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",1800,1900,3,0.000,100.000,0.000
2013-01,"English Opening: King's English Variation, Two Knights Variation",1300,1500,3,66.667,33.333,0.000
2013-01,"Sicilian Defense: Najdorf Variation, English Attack",1800,1600,3,66.667,33.333,0.000
2013-01,Sicilian Defense,1100,1400,3,33.333,66.667,0.000
2013-01,Zukertort Opening: Queen's Gambit Invitation,1100,1400,3,0.000,66.667,33.333
2013-01,Sicilian Defense: French Variation,1900,1800,3,66.667,33.333,0.000
2013-01,Pirc Defense #2,1400,1200,3,100.000,0.000,0.000
2013-01,Nimzo-Larsen Attack: Symmetrical Variation,1600,1400,3,66.667,33.333,0.000
2013-01,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",1500,1200,3,66.667,33.333,0.000
2013-01,"King's Gambit Accepted, Bishop's Gambit, Bogoljubov Variation",1200,1300,3,100.000,0.000,0.000
2013-01,Queen's Gambit Accepted: Old Variation,1800,1700,3,100.000,0.000,0.000
2013-01,Hungarian Opening: Sicilian Invitation,1400,1500,3,100.000,0.000,0.000
2013-01,Philidor Defense: Exchange Variation #2,1800,1900,3,33.333,66.667,0.000
2013-01,Trompowsky Attack,1500,1600,3,33.333,66.667,0.000
2013-01,Ruy Lopez: Bird Variation,1200,1300,3,66.667,33.333,0.000
2013-01,English Opening: Great Snake Variation,1800,1700,3,66.667,33.333,0.000
2013-01,Sicilian Defense: Bowdler Attack,1900,1900,3,33.333,66.667,0.000
2013-01,Robatsch (Modern) Defense,1600,2000,3,0.000,100.000,0.000
2013-01,Philidor Defense #2,1200,1100,3,33.333,33.333,33.333
2013-01,Vienna Game: Vienna Gambit,1800,1700,3,100.000,0.000,0.000
2013-01,"Ruy Lopez: Classical Variation, Zukertort Gambit",1700,1800,3,33.333,66.667,0.000
2013-01,"Vienna Game: Stanley Variation, Reversed Spanish",1700,1500,3,100.000,0.000,0.000
2013-01,Indian Game,1700,1300,3,100.000,0.000,0.000
2013-01,Nimzowitsch Defense: Franco-Nimzowitsch Variation,1800,1700,3,66.667,33.333,0.000
2013-01,King's Pawn Game: Leonardis Variation,1700,1400,3,100.000,0.000,0.000
2013-01,Nimzowitsch Defense: Williams Variation,1500,1500,3,100.000,0.000,0.000
2013-01,Center Game #2,1700,1600,3,100.000,0.000,0.000
2013-01,Queen's Pawn Game #3,1200,1300,3,66.667,33.333,0.000
2013-01,"Italian Game: Two Knights Defense, Modern Bishop's Opening",1800,1600,3,66.667,0.000,33.333
2013-01,"English Opening: King's English Variation, Reversed Sicilian",1800,1900,3,66.667,33.333,0.000
2013-01,Caro-Kann Defense: Advance Variation,1800,1600,3,66.667,33.333,0.000
2013-01,Queen's Gambit Refused: Chigorin Defense #3,1700,1700,3,33.333,33.333,33.333
2013-01,Mexican Defense,1600,1300,3,100.000,0.000,0.000
2013-01,Queen's Pawn Game #2,1700,1900,3,33.333,66.667,0.000
2013-01,Sicilian Defense: Open,1600,1800,3,33.333,66.667,0.000
2013-01,Scotch Game,1200,1200,3,33.333,66.667,0.000
2013-01,Hungarian Opening,1100,1700,3,0.000,100.000,0.000
2013-01,Modern Defense: Three Pawns Attack,1700,1700,3,100.000,0.000,0.000
2013-01,Nimzowitsch Defense,1600,1100,3,100.000,0.000,0.000
2013-01,Queen's Pawn Game: Krause Variation,1700,1400,3,100.000,0.000,0.000
2013-01,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",1900,1700,3,100.000,0.000,0.000
2013-01,"Modern Defense: Two Knights Variation, Suttles Variation",1700,1900,3,0.000,100.000,0.000
2013-01,"French Defense: Winawer Variation, Winckelmann-Riemer Gambit",1900,1700,3,33.333,66.667,0.000
2013-01,Caro-Kann Defense: Hillbilly Attack,1600,1300,3,66.667,33.333,0.000
2013-01,Philidor Defense: Exchange Variation #2,1600,1300,3,66.667,33.333,0.000
2013-01,Caro-Kann Defense: Gurgenidze System,1600,1600,3,66.667,33.333,0.000
2013-01,Queen's Gambit Declined: Exchange Variation,1800,1700,3,33.333,66.667,0.000
2013-01,Slav Defense,1700,1400,3,100.000,0.000,0.000
2013-01,French Defense: Knight Variation,1800,1100,3,100.000,0.000,0.000
2013-01,French Defense: Two Knights Variation,1700,1500,3,100.000,0.000,0.000
2013-01,Nimzo-Larsen Attack: Symmetrical Variation,1700,1600,3,100.000,0.000,0.000
2013-01,Nimzowitsch Defense: Pseudo-Spanish Variation,1500,1400,3,33.333,66.667,0.000
2013-01,"Sicilian Defense: French Variation, Open",1300,1400,3,33.333,33.333,33.333
2013-01,Nimzowitsch Defense: Kennedy Variation,1800,1800,3,33.333,66.667,0.000
2013-01,"King's Gambit Accepted, MacLeod Defense",1700,1900,3,0.000,100.000,0.000
2013-01,Ruy Lopez: Bird Variation,1400,1400,3,66.667,33.333,0.000
2013-01,"Slav Defense: Slav Gambit, Alekhine Attack",1800,1700,3,66.667,33.333,0.000
2013-01,English Opening: Symmetrical Variation,1500,1400,3,33.333,66.667,0.000
2013-01,"King's Gambit Declined, Classical Variation",1800,1800,3,33.333,66.667,0.000
2013-01,Gruenfeld Defense: Exchange Variation,1700,1600,3,33.333,66.667,0.000
2013-01,Yusupov-Rubinstein System,1800,1900,3,0.000,66.667,33.333
2013-01,Philidor Defense #2,1300,1100,3,66.667,0.000,33.333
2013-01,Queen's Pawn,2100,1500,3,100.000,0.000,0.000
2013-01,Franco-Benoni Defense,1500,1400,3,100.000,0.000,0.000
2013-01,"Italian Game: Classical Variation, Center Attack",1600,1600,3,0.000,100.000,0.000
2013-01,Dutch Defense,1300,1300,3,66.667,33.333,0.000
2013-01,"Sicilian Defense: Accelerated Dragon, Maroczy Bind",2000,1700,3,66.667,0.000,33.333
2013-01,Four Knights Game,1600,1400,3,66.667,33.333,0.000
2013-01,"Sicilian Defense: French Variation, Open",1700,1600,3,33.333,66.667,0.000
2013-01,English Opening: Caro-Kann Defensive System,1800,1900,3,33.333,33.333,33.333
2013-01,"King's Gambit Declined, Queen's Knight Defense",1900,1800,3,66.667,33.333,0.000
2013-01,Sicilian Defense: Delayed Alapin,1500,1400,3,100.000,0.000,0.000
2013-01,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",1700,1500,3,100.000,0.000,0.000
2013-01,Dutch Defense: Classical Variation,1800,1700,3,66.667,33.333,0.000
2013-01,Van't Kruijs Opening,1700,2100,3,0.000,100.000,0.000
2013-01,Nimzo-Larsen Attack: Modern Variation #4,1500,1600,3,33.333,66.667,0.000
2013-01,Queen's Pawn Game #3,1600,1300,3,66.667,33.333,0.000
2013-01,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense #2",1500,1700,3,0.000,100.000,0.000
2013-01,Caro-Kann Defense: Advance Variation,2000,1800,3,100.000,0.000,0.000
2013-01,"English Opening: Symmetrical Variation, Anti-Benoni Variation",1900,1900,3,66.667,33.333,0.000
2013-01,Zukertort Opening: Old Indian Attack,1800,1900,3,33.333,66.667,0.000
2013-01,Caro-Kann Defense: Panov Attack #2,1800,1700,3,100.000,0.000,0.000
2013-01,Ruy Lopez: Exchange Variation,1700,1900,3,0.000,100.000,0.000
2013-01,"Queen's Pawn Opening: Veresov, Richter Attack",1300,1400,3,33.333,66.667,0.000
2013-01,Vienna Game: Anderssen Defense,1400,1200,3,66.667,33.333,0.000
2013-01,Sicilian Defense: Loewenthal Variation,1700,2100,3,33.333,66.667,0.000
2013-01,English Opening,1700,2100,3,33.333,66.667,0.000
2013-01,Russian Game: Damiano Variation,1600,1500,3,33.333,66.667,0.000
2013-01,Ponziani Opening: Jaenisch Counterattack,1900,1800,3,100.000,0.000,0.000
2013-01,"Queen's Pawn Game: Veresov Attack, Classical Defense",1700,1800,3,0.000,100.000,0.000
2013-01,"Queen's Gambit Accepted: Central Variation, Alekhine System",1700,1500,3,100.000,0.000,0.000
2013-01,Sicilian Defense: Marshall Counterattack,1500,1800,3,0.000,100.000,0.000
2013-01,Philidor Defense #2,1800,1900,3,33.333,66.667,0.000
2013-01,Bogo-Indian Defense: Nimzowitsch Variation,2100,1300,3,100.000,0.000,0.000
2013-01,Bishop's Opening: Boi Variation,1300,1600,3,66.667,33.333,0.000
2013-01,English Opening: Anglo-Scandinavian Defense,1600,1300,3,100.000,0.000,0.000
2013-01,Four Knights Game: Ranken Variation,1500,1500,3,66.667,33.333,0.000
2013-01,English Opening: Carls-Bremen System,1700,1800,3,33.333,33.333,33.333
2013-01,Philidor Defense: Exchange Variation #2,1800,1800,3,33.333,66.667,0.000
2013-01,Sicilian Defense: Dragon Variation,1600,1600,3,0.000,100.000,0.000
2013-01,"English Opening: King's English Variation, Reversed Sicilian",1700,1300,3,100.000,0.000,0.000
2013-01,Owen Defense,2000,1800,3,66.667,33.333,0.000
2013-01,French Defense: Normal Variation,1100,1100,3,33.333,66.667,0.000
2013-01,Sicilian Defense: Closed Variation,1700,1900,3,33.333,66.667,0.000
2013-01,Philidor Defense #4,1400,1700,3,33.333,66.667,0.000
2013-01,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1400,1800,3,0.000,100.000,0.000
2013-01,Nimzo-Indian Defense,1600,1500,3,0.000,100.000,0.000
2013-01,"Queen's Pawn Game: Veresov Attack, Shaviliuk Gambit",1500,1500,3,66.667,33.333,0.000
2013-01,Lion Defense: Lion's Jaw,1800,1700,3,66.667,33.333,0.000
2013-01,"Sicilian Defense: French Variation, Westerinen Attack",2000,2000,3,66.667,33.333,0.000
2013-01,King's Pawn Opening: 2.b3,1600,1500,3,33.333,66.667,0.000
2013-01,Scotch Game: Schmidt Variation,1500,1600,3,66.667,33.333,0.000
2013-01,Queen's Pawn Game #3,1400,1100,3,33.333,66.667,0.000
2013-01,Sicilian Defense: French Variation,1300,1100,3,66.667,33.333,0.000
2013-01,Queen's Gambit Declined: 4.Bg5 Be7,1700,1500,3,100.000,0.000,0.000
2013-01,Zukertort Opening: Black Mustang Defense,1500,1600,3,66.667,33.333,0.000
2013-01,Center Game: Normal Variation,1000,1500,3,33.333,66.667,0.000
2013-01,King's Pawn Opening: 2.b3,1400,1600,3,33.333,66.667,0.000
2013-01,Torre Attack #2,1400,1500,3,33.333,66.667,0.000
2013-01,Sicilian Defense: Chekhover Variation,1700,1600,3,66.667,33.333,0.000
2013-01,Zukertort Opening: Queen's Gambit Invitation,1900,1300,3,100.000,0.000,0.000
2013-01,Budapest Defense: Adler Variation,1700,1500,3,66.667,33.333,0.000
2013-01,Barnes Defense,1500,1500,3,33.333,66.667,0.000
2013-01,King's Knight Opening: Normal Variation,1500,1800,3,0.000,100.000,0.000
2013-01,"King's Gambit Accepted, MacLeod Defense",1300,1200,3,66.667,33.333,0.000
2013-01,Queen's Pawn Game #2,1000,1300,3,33.333,66.667,0.000
2013-01,Robatsch (Modern) Defense,2000,1800,3,66.667,33.333,0.000
2013-01,Carr Defense,1500,1500,3,33.333,66.667,0.000
2013-01,"King's Gambit Accepted, Cunningham Defense",1700,1400,3,33.333,66.667,0.000
2013-01,Sicilian Defense: Open #3,1400,1700,3,33.333,66.667,0.000
2013-01,French Defense: Exchange Variation,2000,2000,3,33.333,33.333,33.333
2013-01,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",1400,1200,3,33.333,66.667,0.000
2013-01,Hungarian Opening: Reversed Modern Defense,1700,1600,3,66.667,33.333,0.000
2013-01,Nimzo-Indian Defense: Ragozin Variation,1900,1900,3,66.667,33.333,0.000
2013-01,French Defense: King's Indian Attack,1500,1800,3,33.333,66.667,0.000
2013-01,Philidor Defense #3,1800,1900,3,33.333,66.667,0.000
2013-01,French Defense: Advance Variation,1600,1800,3,0.000,100.000,0.000
2013-01,Caro-Kann Defense: Panov Attack #2,1900,1800,3,66.667,33.333,0.000
2013-01,Scandinavian Defense: Mieses-Kotroc Variation,2000,1400,3,100.000,0.000,0.000
2013-01,Nimzowitsch Defense: Williams Variation,1500,1200,3,100.000,0.000,0.000
2013-01,French Defense: Horwitz Attack,1700,1800,3,33.333,66.667,0.000
2013-01,"Danish Gambit Accepted, Schlechter Defense",1800,1600,3,33.333,66.667,0.000
2013-01,Benko Gambit,1500,1600,3,66.667,33.333,0.000
2013-01,English Opening: Great Snake Variation,1500,1400,3,33.333,33.333,33.333
2013-01,Queen's Pawn Game: Zukertort Variation,1700,2100,3,0.000,100.000,0.000
2013-01,Sicilian Defense: Classical Variation,1800,1600,3,0.000,66.667,33.333
2013-01,French Defense: Horwitz Attack,1900,1800,3,100.000,0.000,0.000
2013-01,Slav Defense,1800,1800,3,33.333,33.333,33.333
2013-01,"French Defense: Advance Variation, Nimzowitsch System",1200,1500,3,66.667,33.333,0.000
2013-01,"Nimzowitsch Defense, Declined Variation",1600,1600,3,0.000,100.000,0.000
2013-01,St. George Defense,1900,1500,3,66.667,33.333,0.000
2013-01,St. George Defense,1300,1000,3,33.333,66.667,0.000
2013-01,"English Opening: King's English Variation, Two Knights Variation",1300,1400,3,33.333,66.667,0.000
2013-01,Caro-Kann Defense: Hillbilly Attack,1800,1500,3,66.667,33.333,0.000
2013-01,"Gruenfeld Defense: Three Knights Variation, Burille Variation",1500,1600,3,33.333,66.667,0.000
2013-01,Zukertort Opening: Reversed Mexican Defense,1300,1200,3,33.333,66.667,0.000
2013-01,French Defense: Advance Variation,1400,1800,3,33.333,66.667,0.000
2013-01,King's Pawn Game: King's Head Opening #2,1100,1200,3,100.000,0.000,0.000
2013-01,"Italian Game: Two Knights Defense, Fritz Variation",1600,1800,3,66.667,33.333,0.000
2013-01,Scotch Game: Lolli Variation,1600,1200,3,66.667,33.333,0.000
2013-01,Slav Defense: Geller Gambit #2,1600,1700,3,33.333,66.667,0.000
2013-01,Nimzo-Indian Defense: St. Petersburg Variation,2000,1800,3,66.667,33.333,0.000
2013-01,Queen's Gambit Declined: Queen's Knight Variation,1700,1800,3,100.000,0.000,0.000
2013-01,Grob Opening,1700,1600,3,66.667,33.333,0.000
2013-01,"Scotch Game: Classical Variation, Intermezzo Variation",1600,1800,3,33.333,66.667,0.000
2013-01,King's Pawn Game: Maroczy Defense,1800,1600,3,33.333,33.333,33.333
2013-01,Queen's Gambit Accepted: Rosenthal Variation,1600,1400,3,66.667,33.333,0.000
2013-01,"Ruy Lopez: Exchange Variation, Normal Variation",1500,1500,3,33.333,66.667,0.000
2013-01,Queen's Pawn Game: Colle System,2100,1700,3,100.000,0.000,0.000
2013-01,King's Pawn,1500,1500,3,66.667,33.333,0.000
2013-01,Old Indian: Czech Variation,1700,1300,3,100.000,0.000,0.000
2013-01,Bird Opening,1600,1800,3,33.333,66.667,0.000
2013-01,Queen's Gambit Refused: Albin Countergambit,1800,1400,3,100.000,0.000,0.000
2013-01,Hungarian Opening: Symmetrical Variation,1700,1900,3,0.000,100.000,0.000
2013-01,Sicilian Defense: Hyperaccelerated Dragon,1900,1600,3,100.000,0.000,0.000
2013-01,Sicilian Defense: Paulsen Variation,1500,1400,3,66.667,33.333,0.000
2013-01,Zukertort Opening: Tennison Gambit,1400,1700,3,0.000,100.000,0.000
2013-01,Zukertort Opening: Black Mustang Defense,1600,1800,3,33.333,66.667,0.000
2013-01,Modern Defense: Mongredien Defense #2,1700,1800,3,100.000,0.000,0.000
2013-01,Sicilian Defense: Chekhover Variation,2100,1900,3,66.667,0.000,33.333
2013-01,Old Indian Defense,1800,1400,3,100.000,0.000,0.000
2013-01,Alekhine Defense,2000,1900,3,33.333,33.333,33.333
2013-01,"English Opening: King's English Variation, Reversed Closed Sicilian",1400,1300,3,66.667,33.333,0.000
2013-01,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",1800,1800,3,33.333,66.667,0.000
2013-01,Nimzo-Larsen Attack: English Variation,1500,1600,3,33.333,66.667,0.000
2013-01,Queen's Gambit Declined: Three Knights Variation,1500,1600,3,0.000,66.667,33.333
2013-01,Bird Opening,1900,1400,3,100.000,0.000,0.000
2013-01,Zukertort Opening: Queenside Fianchetto Variation,1500,1700,3,33.333,66.667,0.000
2013-01,"Sicilian Defense: Paulsen Variation, Normal Variation",1800,1600,3,66.667,33.333,0.000
2013-01,Bird Opening: Dutch Variation,1900,1600,3,100.000,0.000,0.000
2013-01,French Defense: Normal Variation,1900,2000,3,100.000,0.000,0.000
2013-01,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Gambit",1800,1700,3,33.333,66.667,0.000
2013-01,Old Benoni Defense #2,1900,1800,3,33.333,66.667,0.000
2013-01,"English Opening: King's English Variation, Reversed Sicilian",1600,1300,3,100.000,0.000,0.000
2013-01,Zukertort Opening: Tennison Gambit,1400,1800,3,66.667,33.333,0.000
2013-01,Vienna Game: Vienna Gambit,1500,1500,3,33.333,66.667,0.000
2013-01,Portuguese Opening,1200,1600,3,0.000,100.000,0.000
2013-01,Queen's Gambit Accepted: Saduleto Variation,1400,1400,3,66.667,33.333,0.000
2013-01,"Sicilian Defense: Accelerated Dragon, Exchange Variation",1700,1600,3,0.000,100.000,0.000
2013-01,Indian Game,1100,1500,3,0.000,100.000,0.000
2013-01,French Defense: Schlechter Variation,1400,1500,3,0.000,66.667,33.333
2013-01,King's Pawn Game: Wayward Queen Attack,1100,1100,3,0.000,100.000,0.000
2013-01,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",1600,1500,3,33.333,66.667,0.000
2013-01,French Defense: Normal Variation,1700,1900,3,33.333,66.667,0.000
2013-01,Zukertort Opening: Pirc Invitation,2000,2000,3,66.667,33.333,0.000
2013-01,Four Knights Game: Ranken Variation,1400,1500,3,33.333,33.333,33.333
2013-01,"King's Indian Defense: Normal Variation, King's Knight Variation",1600,1800,3,33.333,66.667,0.000
2013-01,Italian Game: Two Knights Defense,1700,1300,3,100.000,0.000,0.000
2013-01,Queen's Gambit Accepted: Old Variation,1400,1200,3,33.333,66.667,0.000
2013-01,"French Defense: Exchange Variation, Monte Carlo Variation",1900,2100,3,33.333,66.667,0.000
2013-01,King's Gambit Accepted: King Knight's Gambit,1700,1600,3,66.667,33.333,0.000
2013-01,"Queen's Pawn Game: Veresov Attack, Alburt Defense",1500,1500,3,33.333,66.667,0.000
2013-01,Englund Gambit Complex Declined,1500,1700,3,0.000,100.000,0.000
2013-01,Sicilian Defense: Old Sicilian,1500,1100,3,66.667,33.333,0.000
2013-01,Petrov's Defense #2,1800,1900,3,33.333,66.667,0.000
2013-01,Queen's Gambit Declined: Queen's Knight Variation,2000,1500,3,66.667,33.333,0.000
2013-01,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",1500,1500,3,33.333,66.667,0.000
2013-01,Slav Defense: Modern Line,1500,1200,3,100.000,0.000,0.000
2013-01,Giuoco Piano,1600,1200,3,66.667,33.333,0.000
2013-01,Rat Defense: Harmonist,1800,1900,3,66.667,33.333,0.000
2013-01,Vienna Game: Mengarini Variation,1300,1400,3,33.333,66.667,0.000
2013-01,Zukertort Opening: Tennison Gambit,1300,1700,3,0.000,100.000,0.000
2013-01,English Defense #2,1100,1600,3,0.000,100.000,0.000
2013-01,Philidor Defense: Exchange Variation #3,1200,1400,3,0.000,100.000,0.000
2013-01,Caro-Kann Defense: Rasa-Studier Gambit,1900,1700,3,100.000,0.000,0.000
2013-01,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",1400,1500,3,66.667,33.333,0.000
2013-01,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1400,1500,3,0.000,100.000,0.000
2013-01,Sicilian Defense: Open #3,1600,1400,3,100.000,0.000,0.000
2013-01,Sicilian Defense: Delayed Alapin Variation,1700,1600,3,66.667,33.333,0.000
2013-01,Sicilian Defense: French Variation,2000,2000,3,33.333,66.667,0.000
2013-01,"Italian Game: Giuoco Pianissimo, Normal",1800,1900,3,66.667,33.333,0.000
2013-01,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1700,1900,3,0.000,100.000,0.000
2013-01,Queen's Pawn Game: Colle System,1200,1600,3,0.000,100.000,0.000
2013-01,Englund Gambit Complex: Englund Gambit,1600,1400,3,33.333,66.667,0.000
2013-01,Sicilian Defense: Accelerated Dragon,1600,1800,3,0.000,100.000,0.000
2013-01,"Scotch Game: Classical Variation, Intermezzo Variation",1600,1500,3,33.333,66.667,0.000
2013-01,Russian Game: Three Knights Game,1800,1500,3,33.333,66.667,0.000
2013-01,King's Indian Attack,1900,1600,3,66.667,33.333,0.000
2013-01,Queen's Gambit Accepted: Old Variation,1700,1300,3,100.000,0.000,0.000
2013-01,French Defense: Advance Variation,2000,1900,3,66.667,33.333,0.000
2013-01,"King's Gambit Accepted, MacLeod Defense",1900,1600,3,100.000,0.000,0.000
2013-01,Zukertort Opening: Old Indian Attack,1600,1800,3,33.333,66.667,0.000
2013-01,Vienna Game: Omaha Gambit,1500,1400,3,66.667,33.333,0.000
2013-01,Franco-Benoni Defense,1400,1200,3,100.000,0.000,0.000
2013-01,Blumenfeld Countergambit #2,1700,1700,3,33.333,66.667,0.000
2013-01,Elephant Gambit,1800,1500,3,100.000,0.000,0.000
2013-01,King's Pawn Game: Gunderam Gambit,1600,1500,3,66.667,33.333,0.000
2013-01,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",2100,1900,3,33.333,66.667,0.000
2013-01,"English Opening: King's English Variation, Two Knights Variation",1800,1900,3,66.667,33.333,0.000
2013-01,"Sicilian Defense: Accelerated Dragon, Maroczy Bind",1900,1700,3,100.000,0.000,0.000
2013-01,Alekhine Defense: Brooklyn Variation,1400,1500,3,66.667,33.333,0.000
2013-01,Giuoco Piano,1500,1800,3,33.333,66.667,0.000
2013-01,English Opening: Anglo-Lithuanian Variation,1700,2000,3,66.667,33.333,0.000
2013-01,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",1900,1700,3,66.667,33.333,0.000
2013-01,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",1900,2000,3,0.000,100.000,0.000
2013-01,Philidor Defense: Morphy Gambit,1400,1500,3,66.667,33.333,0.000
2013-01,Old Benoni Defense,2100,1700,3,100.000,0.000,0.000
2013-01,Four Knights Game: Italian Variation,1400,1100,3,66.667,0.000,33.333
2013-01,Alekhine Defense,1400,900,3,100.000,0.000,0.000
2013-01,Horwitz Defense,1300,1000,3,66.667,0.000,33.333
2013-01,Sicilian Defense,1600,1100,3,100.000,0.000,0.000
2013-01,English Opening: Anglo-Scandinavian Defense,1200,1100,3,66.667,33.333,0.000
2013-01,French Defense: Rubinstein Variation,1800,1500,3,66.667,33.333,0.000
2013-01,Indian Game: Seirawan Attack,1500,1400,3,66.667,33.333,0.000
2013-01,Russian Game: Three Knights Game,1200,1200,3,100.000,0.000,0.000
2013-01,Owen Defense,2000,2100,3,0.000,100.000,0.000
2013-01,English Opening: Symmetrical Variation,1600,1400,3,66.667,33.333,0.000
2013-01,Bishop's Opening: Vienna Hybrid,1500,1200,3,33.333,66.667,0.000
2013-01,Indian Game: East Indian Defense,1400,1500,3,33.333,66.667,0.000
2013-01,Modern Defense: Three Pawns Attack,1700,1400,3,33.333,66.667,0.000
2013-01,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",1400,1600,3,0.000,100.000,0.000
2013-01,Nimzowitsch Defense,1100,0,3,66.667,33.333,0.000
2013-01,Sicilian Defense: Alapin Variation,1900,1900,3,33.333,66.667,0.000
2013-01,Dutch Defense: Rubinstein Variation,1500,1400,3,0.000,100.000,0.000
2013-01,French Defense: Steinitz Attack,1800,1800,3,66.667,33.333,0.000
2013-01,Sicilian Defense: Four Knights Variation,1700,1600,3,33.333,66.667,0.000
2013-01,Blackmar-Diemer Gambit,1400,1100,3,66.667,33.333,0.000
2013-01,Queen's Gambit,1200,1300,3,33.333,33.333,33.333
2013-01,Vienna Game: Stanley Variation,1700,1500,3,66.667,33.333,0.000
2013-01,Englund Gambit,1700,1500,3,66.667,33.333,0.000
2013-01,Queen's Gambit Refused: Chigorin Defense,1800,1900,3,33.333,66.667,0.000
2013-01,Sicilian Defense: Najdorf Variation,1700,1800,3,66.667,33.333,0.000
2013-01,King's Pawn,1400,1300,3,100.000,0.000,0.000
2013-01,Sicilian Defense: Alapin Variation,2000,1700,3,100.000,0.000,0.000
2013-01,French Defense: La Bourdonnais Variation,1800,1500,3,100.000,0.000,0.000
2013-01,Queen's Gambit Accepted: Showalter Variation,1600,1500,3,33.333,66.667,0.000
2013-01,Slav Defense: Exchange Variation,1900,1600,3,100.000,0.000,0.000
2013-01,Mikenas Defense,1600,1500,3,33.333,66.667,0.000
2013-01,"Ruy Lopez: Morphy Defense, Caro Variation",1700,1600,3,66.667,33.333,0.000
2013-01,King's Pawn Game: Napoleon Attack,1200,1600,3,33.333,66.667,0.000
2013-01,Colle System #2,1900,1800,3,66.667,0.000,33.333
2013-01,Scotch Game: Relfsson Gambit,1800,1700,3,66.667,33.333,0.000
2013-01,English Opening: Agincourt Defense #3,1600,1500,3,66.667,33.333,0.000
2013-01,Grob Opening,2000,1600,3,33.333,33.333,33.333
2013-01,Tarrasch Defense: Symmetrical Variation,1500,1500,3,33.333,66.667,0.000
2013-01,Rat Defense: Antal Defense,1700,1700,3,66.667,0.000,33.333
2013-01,Queen's Gambit Declined: Semi-Tarrasch Defense,1500,1800,3,0.000,100.000,0.000
2013-01,Nimzo-Indian Defense: Ragozin Variation,1900,1600,3,100.000,0.000,0.000
2013-01,"French Defense: Advance, Steinitz Variation",1500,1600,3,0.000,100.000,0.000
2013-01,"King's Indian Defense: Normal Variation, King's Knight Variation",1900,1700,3,100.000,0.000,0.000
2013-01,Philidor Defense,2000,1600,3,100.000,0.000,0.000
2013-01,Queen's Gambit Refused: Baltic Defense,1700,1700,3,33.333,33.333,33.333
2013-01,King's Pawn Game: Macleod Attack,1700,1700,3,66.667,33.333,0.000
2013-01,"Ruy Lopez: Morphy Defense, Graz Variation",1700,1600,3,66.667,33.333,0.000
2013-01,Owen Defense,1300,1100,3,66.667,0.000,33.333
